row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales
590,us-2017-156986,2017-03-20,2017-03-24,standard class,zc-21910,zuschuss carroll,consumer,united states,salem,oregon,97301,west,off-pa-10002005,office supplies,paper,xerox 225,20.736
591,us-2017-156986,2017-03-20,2017-03-24,standard class,zc-21910,zuschuss carroll,consumer,united states,salem,oregon,97301,west,off-bi-10002498,office supplies,binders,clear mylar reinforcing strips,16.821
592,us-2017-156986,2017-03-20,2017-03-24,standard class,zc-21910,zuschuss carroll,consumer,united states,salem,oregon,97301,west,off-pa-10004101,office supplies,paper,xerox 1894,10.368
593,ca-2015-135405,2015-01-09,2015-01-13,standard class,ms-17830,melanie seite,consumer,united states,laredo,texas,78041,central,off-ar-10004078,office supplies,art,newell 312,9.344
594,ca-2015-135405,2015-01-09,2015-01-13,standard class,ms-17830,melanie seite,consumer,united states,laredo,texas,78041,central,tec-ac-10001266,technology,accessories,memorex micro travel drive 8 gb,31.2
595,ca-2015-131450,2015-08-08,2015-08-15,standard class,lr-16915,lena radford,consumer,united states,san diego,california,92024,west,off-ap-10004708,office supplies,appliances,fellowes superior 10 outlet split surge protector,76.12
596,ca-2015-131450,2015-08-08,2015-08-15,standard class,lr-16915,lena radford,consumer,united states,san diego,california,92024,west,tec-co-10004115,technology,copiers,sharp al-1530cs digital copier,1199.976
597,ca-2015-131450,2015-08-08,2015-08-15,standard class,lr-16915,lena radford,consumer,united states,san diego,california,92024,west,tec-ph-10002398,technology,phones,at&t 1070 corded phone,445.96
598,ca-2015-131450,2015-08-08,2015-08-15,standard class,lr-16915,lena radford,consumer,united states,san diego,california,92024,west,fur-fu-10001979,furniture,furnishings,dana halogen swing-arm architect lamp,327.76
599,ca-2017-120180,2017-07-14,2017-07-16,first class,tp-21130,theone pippenger,consumer,united states,philadelphia,pennsylvania,19134,east,off-su-10004115,office supplies,supplies,acme stainless steel office snips,11.632
600,us-2017-100720,2017-07-16,2017-07-21,standard class,ck-12205,chloris kastensmidt,consumer,united states,philadelphia,pennsylvania,19120,east,tec-ph-10001425,technology,phones,mophie juice pack helium for iphone,143.982
601,us-2017-100720,2017-07-16,2017-07-21,standard class,ck-12205,chloris kastensmidt,consumer,united states,philadelphia,pennsylvania,19120,east,tec-ph-10003963,technology,phones,ge 2-jack phone line splitter,494.376
602,us-2017-100720,2017-07-16,2017-07-21,standard class,ck-12205,chloris kastensmidt,consumer,united states,philadelphia,pennsylvania,19120,east,off-su-10001574,office supplies,supplies,acme value line scissors,5.84
603,ca-2015-149958,2015-03-15,2015-03-19,standard class,as-10240,alan shonely,consumer,united states,tampa,florida,33614,south,off-st-10001490,office supplies,storage,"hot file 7-pocket, floor stand",142.776
604,ca-2015-149958,2015-03-15,2015-03-19,standard class,as-10240,alan shonely,consumer,united states,tampa,florida,33614,south,fur-fu-10001756,furniture,furnishings,"eldon expressions desk accessory, wood photo frame, mahogany",45.696
605,ca-2015-149958,2015-03-15,2015-03-19,standard class,as-10240,alan shonely,consumer,united states,tampa,florida,33614,south,off-bi-10000773,office supplies,binders,insertable tab post binder dividers,7.218
606,ca-2015-149958,2015-03-15,2015-03-19,standard class,as-10240,alan shonely,consumer,united states,tampa,florida,33614,south,off-bi-10001543,office supplies,binders,gbc velobinder manual binding system,43.188
607,ca-2015-149958,2015-03-15,2015-03-19,standard class,as-10240,alan shonely,consumer,united states,tampa,florida,33614,south,off-pa-10002120,office supplies,paper,xerox 1889,131.904
608,us-2015-105767,2015-05-23,2015-05-27,standard class,ar-10510,andrew roberts,consumer,united states,philadelphia,pennsylvania,19134,east,off-bi-10000848,office supplies,binders,angle-d ring binders,3.282
609,us-2015-105767,2015-05-23,2015-05-27,standard class,ar-10510,andrew roberts,consumer,united states,philadelphia,pennsylvania,19134,east,off-ar-10001246,office supplies,art,newell 317,21.168
610,us-2015-105767,2015-05-23,2015-05-27,standard class,ar-10510,andrew roberts,consumer,united states,philadelphia,pennsylvania,19134,east,tec-ph-10003092,technology,phones,motorola l804,55.188
611,ca-2017-161816,2017-04-28,2017-05-01,first class,nb-18655,nona balk,corporate,united states,dallas,texas,75217,central,tec-ph-10003012,technology,phones,nortel meridian m3904 professional digital phone,369.576
612,ca-2017-161816,2017-04-28,2017-05-01,first class,nb-18655,nona balk,corporate,united states,dallas,texas,75217,central,off-la-10004345,office supplies,labels,avery 493,15.712
613,ca-2017-121223,2017-09-11,2017-09-13,second class,gd-14590,giulietta dortch,corporate,united states,philadelphia,pennsylvania,19143,east,off-pa-10001204,office supplies,paper,xerox 1972,8.448
614,ca-2017-121223,2017-09-11,2017-09-13,second class,gd-14590,giulietta dortch,corporate,united states,philadelphia,pennsylvania,19143,east,tec-ph-10004667,technology,phones,cisco 8x8 inc. 6753i ip business phone system,728.946
615,ca-2018-138611,2018-11-14,2018-11-17,second class,ck-12595,clytie kelty,consumer,united states,grove city,ohio,43123,east,tec-ph-10000011,technology,phones,puregear roll-on screen protector,119.94
616,ca-2018-138611,2018-11-14,2018-11-17,second class,ck-12595,clytie kelty,consumer,united states,grove city,ohio,43123,east,off-bi-10002949,office supplies,binders,prestige round ring binders,3.648
617,ca-2018-117947,2018-08-18,2018-08-23,second class,ng-18355,nat gilpin,corporate,united states,new york city,new york,10011,east,fur-fu-10003849,furniture,furnishings,"dax metal frame, desktop, stepped-edge",40.48
618,ca-2018-117947,2018-08-18,2018-08-23,second class,ng-18355,nat gilpin,corporate,united states,new york city,new york,10011,east,fur-fu-10000010,furniture,furnishings,"dax value u-channel document frames, easel back",9.94
619,ca-2018-117947,2018-08-18,2018-08-23,second class,ng-18355,nat gilpin,corporate,united states,new york city,new york,10011,east,off-bi-10002824,office supplies,binders,recycled easel ring binders,107.424
620,ca-2018-117947,2018-08-18,2018-08-23,second class,ng-18355,nat gilpin,corporate,united states,new york city,new york,10011,east,tec-ph-10002538,technology,phones,grandstream gxp1160 voip phone,37.91
621,ca-2018-117947,2018-08-18,2018-08-23,second class,ng-18355,nat gilpin,corporate,united states,new york city,new york,10011,east,fur-fu-10000521,furniture,furnishings,"seth thomas 14"" putty-colored wall clock",88.02
622,us-2015-111171,2015-12-26,2015-12-31,standard class,ca-12265,christina anderson,consumer,united states,chicago,illinois,60610,central,off-bi-10002103,office supplies,binders,"cardinal slant-d ring binder, heavy gauge vinyl",8.69
623,ca-2016-138009,2016-11-29,2016-12-03,standard class,sf-20965,sylvia foulston,corporate,united states,dearborn,michigan,48126,central,fur-ch-10004853,furniture,chairs,"global manager's adjustable task chair, storm",301.96
624,ca-2016-138009,2016-11-29,2016-12-03,standard class,sf-20965,sylvia foulston,corporate,united states,dearborn,michigan,48126,central,off-ap-10000179,office supplies,appliances,honeywell enviracaire portable hepa air cleaner for up to 10 x 16 room,555.21
625,ca-2016-138009,2016-11-29,2016-12-03,standard class,sf-20965,sylvia foulston,corporate,united states,dearborn,michigan,48126,central,off-st-10001272,office supplies,storage,"mini 13-1/2 capacity data binder rack, pearl",523.48
626,ca-2016-138009,2016-11-29,2016-12-03,standard class,sf-20965,sylvia foulston,corporate,united states,dearborn,michigan,48126,central,off-ar-10004042,office supplies,art,"boston model 1800 electric pencil sharpeners, putty/woodgrain",161.82
627,ca-2018-163020,2018-09-15,2018-09-19,standard class,mo-17800,meg o'connel,home office,united states,new york city,new york,10009,east,fur-fu-10000221,furniture,furnishings,"master caster door stop, brown",35.56
628,ca-2018-153787,2018-05-19,2018-05-23,standard class,at-10735,annie thurman,consumer,united states,seattle,washington,98115,west,off-ap-10001563,office supplies,appliances,belkin premiere surge master ii 8-outlet surge protector,97.16
629,ca-2018-133431,2018-12-17,2018-12-21,standard class,lc-17140,logan currie,consumer,united states,san francisco,california,94122,west,off-bi-10000605,office supplies,binders,"acco pressboard covers with storage hooks, 9 1/2"" x 11"", executive red",15.24
630,ca-2018-133431,2018-12-17,2018-12-21,standard class,lc-17140,logan currie,consumer,united states,san francisco,california,94122,west,off-pa-10002615,office supplies,paper,"ampad gold fibre wirebound steno books, 6"" x 9"", gregg ruled",13.23
631,us-2017-135720,2017-12-11,2017-12-13,second class,fm-14380,fred mcmath,consumer,united states,aurora,colorado,80013,west,off-st-10001963,office supplies,storage,tennsco regal shelving units,243.384
632,us-2017-135720,2017-12-11,2017-12-13,second class,fm-14380,fred mcmath,consumer,united states,aurora,colorado,80013,west,tec-ac-10001267,technology,accessories,imation 32gb pocket pro usb 3.0 flash drive - 32 gb - black - 1 p ...,119.8
633,us-2017-135720,2017-12-11,2017-12-13,second class,fm-14380,fred mcmath,consumer,united states,aurora,colorado,80013,west,tec-ph-10002103,technology,phones,jabra speak 410,300.768
634,ca-2018-144694,2018-09-24,2018-09-26,second class,bd-11605,brian dahlen,consumer,united states,miami,florida,33180,south,tec-ac-10002857,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 1/pack",17.88
635,ca-2018-144694,2018-09-24,2018-09-26,second class,bd-11605,brian dahlen,consumer,united states,miami,florida,33180,south,off-la-10003930,office supplies,labels,"dot matrix printer tape reel labels, white, 5000/box",235.944
636,ca-2016-168004,2016-10-04,2016-10-09,second class,dj-13420,denny joy,corporate,united states,warner robins,georgia,31088,south,fur-ch-10001482,furniture,chairs,office star - mesh screen back chair with vinyl seat,392.94
637,us-2017-123470,2017-08-15,2017-08-21,standard class,me-17725,max engle,consumer,united states,aurora,colorado,80013,west,off-bi-10001989,office supplies,binders,premium transparent presentation covers by gbc,18.882
638,us-2017-123470,2017-08-15,2017-08-21,standard class,me-17725,max engle,consumer,united states,aurora,colorado,80013,west,off-ap-10003287,office supplies,appliances,tripp lite tlp810net broadband surge for modem/fax,122.328
639,ca-2017-115917,2017-05-20,2017-05-25,standard class,rb-19465,rick bensley,home office,united states,vallejo,california,94591,west,fur-fu-10000576,furniture,furnishings,luxo professional fluorescent magnifier lamp with clamp-mount base,1049.2
640,ca-2017-115917,2017-05-20,2017-05-25,standard class,rb-19465,rick bensley,home office,united states,vallejo,california,94591,west,off-bi-10004728,office supplies,binders,wilson jones turn tabs binder tool for ring binders,15.424
641,ca-2017-147067,2017-12-18,2017-12-22,standard class,jd-16150,justin deggeller,corporate,united states,minneapolis,minnesota,55407,central,fur-fu-10000732,furniture,furnishings,eldon 200 class desk accessories,18.84
642,ca-2018-167913,2018-07-30,2018-08-03,second class,jl-15835,john lee,consumer,united states,mission viejo,california,92691,west,off-st-10000585,office supplies,storage,economy rollaway files,330.4
643,ca-2018-167913,2018-07-30,2018-08-03,second class,jl-15835,john lee,consumer,united states,mission viejo,california,92691,west,off-la-10002787,office supplies,labels,avery 480,26.25
644,ca-2018-106103,2018-06-10,2018-06-15,standard class,sc-20305,sean christensen,consumer,united states,rochester hills,michigan,48307,central,tec-ac-10003832,technology,accessories,imation 16gb mini traveldrive usb 2.0 flash drive,132.52
645,us-2018-127719,2018-07-21,2018-07-25,standard class,tw-21025,tamara willingham,home office,united states,plainfield,new jersey,7060,east,off-pa-10001934,office supplies,paper,xerox 1993,6.48
646,ca-2018-126221,2018-12-30,2019-01-05,standard class,cc-12430,chuck clark,home office,united states,columbus,indiana,47201,central,off-ap-10002457,office supplies,appliances,"eureka the boss plus 12-amp hard box upright vacuum, red",209.3
647,ca-2017-103947,2017-04-01,2017-04-08,standard class,bb-10990,barry blumstein,corporate,united states,sierra vista,arizona,85635,west,off-fa-10003112,office supplies,fasteners,staples,31.56
648,ca-2017-103947,2017-04-01,2017-04-08,standard class,bb-10990,barry blumstein,corporate,united states,sierra vista,arizona,85635,west,off-ap-10002350,office supplies,appliances,belkin f9h710-06 7 outlet surgemaster surge protector,30.144
649,ca-2017-160745,2017-12-11,2017-12-16,second class,ar-10825,anthony rawles,corporate,united states,vancouver,washington,98661,west,fur-fu-10001935,furniture,furnishings,3m hangers with command adhesive,14.8
650,ca-2017-160745,2017-12-11,2017-12-16,second class,ar-10825,anthony rawles,corporate,united states,vancouver,washington,98661,west,tec-ph-10003273,technology,phones,at&t tr1909w,302.376
651,ca-2017-160745,2017-12-11,2017-12-16,second class,ar-10825,anthony rawles,corporate,united states,vancouver,washington,98661,west,tec-ac-10001142,technology,accessories,first data fd10 pin pad,316.0
652,ca-2017-132661,2017-10-23,2017-10-29,standard class,sr-20740,steven roelle,home office,united states,new york city,new york,10024,east,off-pa-10000482,office supplies,paper,"snap-a-way black print carbonless ruled speed letter, triplicate",379.4
653,ca-2018-140844,2018-06-19,2018-06-23,standard class,ar-10405,allen rosenblatt,corporate,united states,new york city,new york,10035,east,off-pa-10003892,office supplies,paper,xerox 1943,97.82
654,ca-2018-140844,2018-06-19,2018-06-23,standard class,ar-10405,allen rosenblatt,corporate,united states,new york city,new york,10035,east,tec-ac-10001101,technology,accessories,sony 16gb class 10 micro sdhc r40 memory card,103.12
655,ca-2017-137239,2017-08-22,2017-08-28,standard class,cr-12730,craig reiter,consumer,united states,columbus,ohio,43229,east,off-ap-10002439,office supplies,appliances,tripp lite isotel 8 ultra 8 outlet metal surge,113.552
656,ca-2017-137239,2017-08-22,2017-08-28,standard class,cr-12730,craig reiter,consumer,united states,columbus,ohio,43229,east,off-bi-10002827,office supplies,binders,avery durable poly binders,3.318
657,ca-2017-137239,2017-08-22,2017-08-28,standard class,cr-12730,craig reiter,consumer,united states,columbus,ohio,43229,east,off-en-10002230,office supplies,envelopes,airmail envelopes,134.288
658,us-2017-156097,2017-09-19,2017-09-19,same day,eh-14125,eugene hildebrand,home office,united states,aurora,illinois,60505,central,fur-ch-10001215,furniture,chairs,global troy executive leather low-back tilter,701.372
659,us-2017-156097,2017-09-19,2017-09-19,same day,eh-14125,eugene hildebrand,home office,united states,aurora,illinois,60505,central,off-bi-10004654,office supplies,binders,avery binding system hidden tab executive style index sets,2.308
660,ca-2016-146563,2016-08-24,2016-08-28,standard class,cb-12025,cassandra brandow,consumer,united states,arlington,texas,76017,central,off-st-10001490,office supplies,storage,"hot file 7-pocket, floor stand",999.432
661,ca-2016-146563,2016-08-24,2016-08-28,standard class,cb-12025,cassandra brandow,consumer,united states,arlington,texas,76017,central,off-st-10001511,office supplies,storage,space solutions commercial steel shelving,724.08
662,ca-2016-146563,2016-08-24,2016-08-28,standard class,cb-12025,cassandra brandow,consumer,united states,arlington,texas,76017,central,fur-ta-10001768,furniture,tables,hon racetrack conference tables,918.785
663,ca-2016-146563,2016-08-24,2016-08-28,standard class,cb-12025,cassandra brandow,consumer,united states,arlington,texas,76017,central,off-bi-10003981,office supplies,binders,"avery durable plastic 1"" binders",2.724
664,ca-2017-123666,2017-03-26,2017-03-30,standard class,sp-20545,sibella parks,corporate,united states,new york city,new york,10011,east,off-st-10001522,office supplies,storage,"gould plastics 18-pocket panel bin, 34w x 5-1/4d x 20-1/2h",459.95
665,ca-2017-143308,2017-11-04,2017-11-04,same day,rc-19825,roy collins,consumer,united states,louisville,kentucky,40214,south,off-fa-10000621,office supplies,fasteners,"oic colored binder clips, assorted sizes",10.74
666,ca-2018-132682,2018-06-08,2018-06-10,second class,th-21235,tiffany house,corporate,united states,dallas,texas,75081,central,off-su-10004231,office supplies,supplies,acme tagit stainless steel antibacterial scissors,23.76
667,ca-2018-132682,2018-06-08,2018-06-10,second class,th-21235,tiffany house,corporate,united states,dallas,texas,75081,central,off-pa-10000474,office supplies,paper,easy-staple paper,85.056
668,ca-2018-132682,2018-06-08,2018-06-10,second class,th-21235,tiffany house,corporate,united states,dallas,texas,75081,central,tec-ph-10004042,technology,phones,clearone communications chat 70 oc speaker phone,381.576
669,ca-2015-156314,2015-12-24,2015-12-26,first class,rp-19390,resi pölking,consumer,united states,cleveland,ohio,44105,east,fur-fu-10003096,furniture,furnishings,"master giant foot doorstop, safety yellow",30.36
670,us-2018-106663,2018-06-09,2018-06-13,standard class,mo-17800,meg o'connel,home office,united states,chicago,illinois,60653,central,fur-fu-10002759,furniture,furnishings,12-1/2 diameter round wall clock,23.976
671,us-2018-106663,2018-06-09,2018-06-13,standard class,mo-17800,meg o'connel,home office,united states,chicago,illinois,60653,central,fur-ta-10000688,furniture,tables,"chromcraft bull-nose wood round conference table top, wood base",108.925
672,us-2018-106663,2018-06-09,2018-06-13,standard class,mo-17800,meg o'connel,home office,united states,chicago,illinois,60653,central,off-pa-10002377,office supplies,paper,"adams telephone message book w/dividers/space for phone numbers, 5 1/4""x8 1/2"", 200/messages",36.352
673,ca-2018-111178,2018-06-15,2018-06-22,standard class,td-20995,tamara dahlen,consumer,united states,quincy,illinois,62301,central,off-ar-10001954,office supplies,art,newell 331,19.56
674,ca-2018-130351,2018-12-05,2018-12-08,first class,rb-19570,rob beeghly,consumer,united states,columbus,indiana,47201,central,off-ap-10004532,office supplies,appliances,kensington 6 outlet guardian standard surge protector,61.44
675,ca-2018-130351,2018-12-05,2018-12-08,first class,rb-19570,rob beeghly,consumer,united states,columbus,indiana,47201,central,off-pa-10002137,office supplies,paper,"southworth 100% résumé paper, 24lb.",38.9
676,ca-2018-130351,2018-12-05,2018-12-08,first class,rb-19570,rob beeghly,consumer,united states,columbus,indiana,47201,central,tec-ac-10003832,technology,accessories,imation 16gb mini traveldrive usb 2.0 flash drive,99.39
677,us-2018-119438,2018-03-18,2018-03-23,standard class,cd-11980,carol darley,consumer,united states,tyler,texas,75701,central,off-ap-10000804,office supplies,appliances,hoover portapower portable vacuum,2.688
678,us-2018-119438,2018-03-18,2018-03-23,standard class,cd-11980,carol darley,consumer,united states,tyler,texas,75701,central,tec-ac-10003614,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 10/pack",27.816
679,us-2018-119438,2018-03-18,2018-03-23,standard class,cd-11980,carol darley,consumer,united states,tyler,texas,75701,central,fur-fu-10003553,furniture,furnishings,"howard miller 13-1/2"" diameter rosebrook wall clock",82.524
680,us-2018-119438,2018-03-18,2018-03-23,standard class,cd-11980,carol darley,consumer,united states,tyler,texas,75701,central,off-bi-10004632,office supplies,binders,ibico hi-tech manual binding system,182.994
681,ca-2017-164511,2017-11-19,2017-11-24,standard class,dj-13630,doug jacobs,consumer,united states,new york city,new york,10024,east,off-bi-10003305,office supplies,binders,avery hanging file binders,14.352
682,ca-2017-164511,2017-11-19,2017-11-24,standard class,dj-13630,doug jacobs,consumer,united states,new york city,new york,10024,east,off-st-10002583,office supplies,storage,fellowes neat ideas storage cubes,64.96
683,ca-2017-164511,2017-11-19,2017-11-24,standard class,dj-13630,doug jacobs,consumer,united states,new york city,new york,10024,east,off-st-10004507,office supplies,storage,advantus rolling storage box,68.6
684,us-2018-168116,2018-11-04,2018-11-04,same day,gt-14635,grant thornton,corporate,united states,burlington,north carolina,27217,south,tec-ma-10004125,technology,machines,cubify cubex 3d printer triple head print,7999.98
685,us-2018-168116,2018-11-04,2018-11-04,same day,gt-14635,grant thornton,corporate,united states,burlington,north carolina,27217,south,off-ap-10002457,office supplies,appliances,"eureka the boss plus 12-amp hard box upright vacuum, red",167.44
686,ca-2015-157784,2015-07-05,2015-07-08,first class,mc-17845,michael chen,consumer,united states,jackson,mississippi,39212,south,tec-ac-10003911,technology,accessories,netgear ac1750 dual band gigabit smart wifi router,479.97
687,ca-2015-157784,2015-07-05,2015-07-08,first class,mc-17845,michael chen,consumer,united states,jackson,mississippi,39212,south,off-la-10001934,office supplies,labels,avery 516,14.62
688,ca-2015-157784,2015-07-05,2015-07-08,first class,mc-17845,michael chen,consumer,united states,jackson,mississippi,39212,south,off-pa-10000304,office supplies,paper,xerox 1995,19.44
689,ca-2018-161480,2018-12-25,2018-12-29,standard class,ra-19285,ralph arnett,consumer,united states,new york city,new york,10035,east,fur-bo-10004015,furniture,bookcases,"bush andora bookcase, maple/graphite gray finish",191.984
690,us-2015-117135,2015-06-21,2015-06-23,second class,np-18325,naresj patel,consumer,united states,waynesboro,virginia,22980,south,fur-fu-10004071,furniture,furnishings,luxo professional magnifying clamp-on fluorescent lamps,104.01
691,us-2015-117135,2015-06-21,2015-06-23,second class,np-18325,naresj patel,consumer,united states,waynesboro,virginia,22980,south,tec-ph-10002033,technology,phones,konftel 250 conference phone - charcoal black,284.82
692,us-2015-117135,2015-06-21,2015-06-23,second class,np-18325,naresj patel,consumer,united states,waynesboro,virginia,22980,south,off-st-10002444,office supplies,storage,recycled eldon regeneration jumbo file,36.84
693,ca-2016-131534,2016-03-28,2016-04-02,standard class,ab-10165,alan barnes,consumer,united states,los angeles,california,90036,west,tec-ac-10002253,technology,accessories,imation bio 8gb usb flash drive imation corp,166.24
694,ca-2016-131534,2016-03-28,2016-04-02,standard class,ab-10165,alan barnes,consumer,united states,los angeles,california,90036,west,off-pa-10000743,office supplies,paper,xerox 1977,33.4
695,ca-2016-119291,2016-05-14,2016-05-17,first class,jo-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,off-ar-10003373,office supplies,art,"boston school pro electric pencil sharpener, 1670",198.272
696,ca-2016-119291,2016-05-14,2016-05-17,first class,jo-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,off-la-10002312,office supplies,labels,avery 490,47.36
697,ca-2016-119291,2016-05-14,2016-05-17,first class,jo-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,off-en-10000927,office supplies,envelopes,jet-pak recycled peel 'n' seal padded mailers,200.984
698,ca-2016-119291,2016-05-14,2016-05-17,first class,jo-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,off-la-10003510,office supplies,labels,"avery 4027 file folder labels for dot matrix printers, 5000 labels per box, white",97.696
699,ca-2016-119291,2016-05-14,2016-05-17,first class,jo-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,off-ar-10001118,office supplies,art,"binney & smith crayola metallic crayons, 16-color pack",2.696
700,ca-2016-119291,2016-05-14,2016-05-17,first class,jo-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,off-bi-10001575,office supplies,binders,gbc linen binding covers,18.588
701,ca-2016-119291,2016-05-14,2016-05-17,first class,jo-15550,jesus ocampo,home office,united states,chester,pennsylvania,19013,east,off-bi-10001982,office supplies,binders,wilson jones custom binder spines & labels,4.896
702,ca-2018-114552,2018-09-02,2018-09-08,standard class,dl-13600,dorris liebe,corporate,united states,cleveland,ohio,44105,east,fur-fu-10002960,furniture,furnishings,"eldon 200 class desk accessories, burgundy",15.072
703,ca-2017-163755,2017-11-04,2017-11-08,second class,as-10285,alejandro savely,corporate,united states,seattle,washington,98103,west,fur-fu-10003394,furniture,furnishings,"tenex ""the solids"" textured chair mats",209.88
704,ca-2016-142027,2016-04-09,2016-04-14,standard class,jk-15370,jay kimmel,consumer,united states,long beach,california,90805,west,fur-ta-10002774,furniture,tables,laminate occasional tables,369.912
705,ca-2015-138527,2015-09-12,2015-09-17,standard class,bn-11470,brad norvell,corporate,united states,cary,north carolina,27511,south,off-pa-10001800,office supplies,paper,xerox 220,10.368
706,ca-2015-138527,2015-09-12,2015-09-17,standard class,bn-11470,brad norvell,corporate,united states,cary,north carolina,27511,south,off-ap-10001469,office supplies,appliances,fellowes 8 outlet superior workstation surge protector,166.84
707,ca-2015-138527,2015-09-12,2015-09-17,standard class,bn-11470,brad norvell,corporate,united states,cary,north carolina,27511,south,tec-ac-10002399,technology,accessories,sandisk cruzer 32 gb usb flash drive,15.216
708,ca-2015-112158,2015-12-02,2015-12-04,first class,dp-13165,david philippe,consumer,united states,new york city,new york,10035,east,tec-ac-10003628,technology,accessories,logitech 910-002974 m325 wireless mouse for web scrolling,119.96
709,ca-2015-112158,2015-12-02,2015-12-04,first class,dp-13165,david philippe,consumer,united states,new york city,new york,10035,east,fur-bo-10003272,furniture,bookcases,o'sullivan living dimensions 5-shelf bookcases,883.92
710,ca-2015-112158,2015-12-02,2015-12-04,first class,dp-13165,david philippe,consumer,united states,new york city,new york,10035,east,off-bi-10000050,office supplies,binders,"angle-d binders with locking rings, label holders",46.72
711,ca-2015-113887,2015-04-05,2015-04-07,first class,th-21550,tracy hopkins,home office,united states,new york city,new york,10035,east,off-pa-10004071,office supplies,paper,"eaton premium continuous-feed paper, 25% cotton, letter size, white, 1000 shts/box",55.48
712,ca-2018-146136,2018-09-03,2018-09-07,standard class,ap-10915,arthur prichep,consumer,united states,palm coast,florida,32137,south,off-en-10001219,office supplies,envelopes,"#10- 4 1/8"" x 9 1/2"" security-tint envelopes",24.448
713,us-2018-100048,2018-05-19,2018-05-24,standard class,rs-19765,roland schwarz,corporate,united states,mount vernon,new york,10550,east,off-ap-10001154,office supplies,appliances,bionaire personal warm mist humidifier/vaporizer,281.34
714,us-2018-100048,2018-05-19,2018-05-24,standard class,rs-19765,roland schwarz,corporate,united states,mount vernon,new york,10550,east,tec-ph-10003012,technology,phones,nortel meridian m3904 professional digital phone,307.98
715,us-2018-100048,2018-05-19,2018-05-24,standard class,rs-19765,roland schwarz,corporate,united states,mount vernon,new york,10550,east,tec-ac-10001606,technology,accessories,logitech wireless performance mouse mx for pc and mac,299.97
716,ca-2015-153150,2015-07-01,2015-07-06,second class,dl-13600,dorris liebe,corporate,united states,seattle,washington,98105,west,off-bi-10003355,office supplies,binders,cardinal holdit business card pockets,19.92
717,ca-2015-130092,2015-01-11,2015-01-14,first class,sv-20365,seth vernon,consumer,united states,dover,delaware,19901,east,fur-fu-10000010,furniture,furnishings,"dax value u-channel document frames, easel back",9.94
718,ca-2018-108910,2018-09-24,2018-09-29,standard class,kc-16540,kelly collister,consumer,united states,newark,ohio,43055,east,fur-fu-10002253,furniture,furnishings,"howard miller 13"" diameter pewter finish round wall clock",103.056
719,ca-2015-104472,2015-06-02,2015-06-07,standard class,ck-12325,christine kargatis,home office,united states,orem,utah,84057,west,off-bi-10001658,office supplies,binders,gbc standard therm-a-bind covers,59.808
720,ca-2015-104472,2015-06-02,2015-06-07,standard class,ck-12325,christine kargatis,home office,united states,orem,utah,84057,west,fur-fu-10000246,furniture,furnishings,aluminum document frame,73.32
721,ca-2017-112942,2017-02-13,2017-02-18,standard class,rd-19810,ross devincentis,home office,united states,los angeles,california,90045,west,off-pa-10004092,office supplies,paper,tops green bar computer printout paper,146.82
722,ca-2017-142335,2017-12-15,2017-12-19,standard class,mp-17965,michael paige,corporate,united states,detroit,michigan,48205,central,fur-ta-10000198,furniture,tables,chromcraft bull-nose wood oval conference tables & bases,1652.94
723,ca-2017-142335,2017-12-15,2017-12-19,standard class,mp-17965,michael paige,corporate,united states,detroit,michigan,48205,central,off-st-10000036,office supplies,storage,"recycled data-pak for archival bound computer printouts, 12-1/2 x 12-1/2 x 16",296.37
724,ca-2015-117429,2015-10-07,2015-10-13,standard class,mr-17545,mathew reese,home office,united states,philadelphia,pennsylvania,19140,east,fur-fu-10000222,furniture,furnishings,"seth thomas 16"" steel case clock",129.92
725,ca-2017-114713,2017-07-07,2017-07-12,standard class,sc-20695,steve chapman,corporate,united states,hialeah,florida,33012,south,off-su-10004664,office supplies,supplies,acme softgrip scissors,45.584
726,ca-2018-144113,2018-09-16,2018-09-20,standard class,jf-15355,jay fein,consumer,united states,austin,texas,78745,central,off-en-10001141,office supplies,envelopes,"manila recycled extra-heavyweight clasp envelopes, 6"" x 9""",17.568
727,ca-2018-144113,2018-09-16,2018-09-20,standard class,jf-15355,jay fein,consumer,united states,austin,texas,78745,central,tec-ph-10002170,technology,phones,clearsounds csc500 amplified spirit phone corded phone,55.992
728,us-2017-150861,2017-12-03,2017-12-06,first class,eg-13900,emily grady,consumer,united states,oceanside,new york,11572,east,off-pa-10001954,office supplies,paper,xerox 1964,182.72
729,us-2017-150861,2017-12-03,2017-12-06,first class,eg-13900,emily grady,consumer,united states,oceanside,new york,11572,east,fur-ta-10002228,furniture,tables,"bevis traditional conference table top, plinth base",400.032
